City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
164,taro,-8.3862,115.28,23.0,97,53,0.37,ID,1686501289
165,tazacorte,28.629,-17.9293,24.54,81,40,2.68,ES,1686501289
166,cascais,38.6979,-9.4215,24.92,78,20,5.81,PT,1686501289
167,mili,6.0815,171.735,27.81,80,100,7.97,MH,1686501289
168,nar'yan-mar,67.6713,53.087,3.37,62,95,5.34,RU,1686501196
169,bayville,40.9106,-73.5621,29.03,59,100,0.45,US,1686501289
170,anaconda,46.1285,-112.9423,17.55,56,100,1.5,US,1686501290
171,agri,39.6667,43.1667,17.63,77,40,3.09,TR,1686501290
172,cruzeiro do sul,-29.5128,-51.9853,11.96,92,100,1.11,BR,1686501290
173,bodo,67.28,14.405,10.02,96,100,10.29,NO,1686501290
174,alaghsas,17.0187,8.0168,39.94,31,40,1.54,NE,1686501290
175,conduaga,8.862,117.4893,26.67,85,94,2.63,PH,1686501290
176,popondetta,-8.7537,148.2534,22.72,96,100,1.26,PG,1686501290
177,zelenogorskiy,55.0333,87.0,10.84,65,0,2.23,RU,1686501290
178,gebeit,21.0667,36.3167,36.47,15,58,5.05,SD,1686501291
179,notodden,59.5594,9.2585,23.17,37,22,1.34,NO,1686501291
180,sa'dah,16.9402,43.7639,23.66,50,100,5.64,YE,1686501291
181,new norfolk,-42.7826,147.0587,9.95,83,88,0.89,AU,1686501291
182,ipora,-16.4419,-51.1178,32.3,28,5,1.15,BR,1686501291
183,keelung,25.1283,121.7419,26.08,93,95,3.96,TW,1686501107
184,labytnangi,66.6572,66.4183,4.47,88,100,6.22,RU,1686501291
185,kampong speu,11.5,104.3333,26.55,82,100,1.99,KH,1686501291
186,haiku-pauwela,20.9219,-156.3051,23.91,79,0,5.14,US,1686501292
187,vorgashor,67.5833,63.95,2.45,75,100,9.8,RU,1686501292
188,prey veng,11.4868,105.3253,27.39,74,82,3.92,KH,1686501292
189,port-vila,-17.7338,168.3219,19.78,94,75,0.51,VU,1686501292
190,kirakira,-10.4544,161.9205,26.33,86,94,3.34,SB,1686501292
191,bikenibeu village,1.3673,173.1241,26.98,89,75,0.51,KI,1686501292
192,nova sintra,14.8667,-24.7167,22.56,81,43,7.24,CV,1686501292
193,riosucio,5.4216,-75.7032,25.23,48,98,0.88,CO,1686501292
194,kapa'a,22.0752,-159.319,24.18,88,75,5.66,US,1686501293
195,la junta,37.985,-103.5438,21.21,62,20,2.57,US,1686501293
196,alta,69.9689,23.2717,19.59,45,75,6.69,NO,1686501293
197,alpena,45.0617,-83.4327,12.18,82,100,4.63,US,1686501230
198,luang namtha,20.9497,101.4011,22.79,99,99,0.51,LA,1686501293
199,hermanus,-34.4187,19.2345,17.11,85,100,8.51,ZA,1686501293
200,mogocha,53.7333,119.7667,13.88,67,65,0.98,RU,1686501293
201,san patricio,28.017,-97.5169,33.82,40,0,5.32,US,1686501293
202,dakhla,23.6848,-15.958,25.01,69,0,9.77,EH,1686501294
203,ilha de mocambique,-15.0342,40.7358,25.91,67,0,6.26,MZ,1686501294
204,ancud,-41.8697,-73.8203,7.17,80,93,0.95,CL,1686501294
205,izberbash,42.5696,47.8645,24.03,80,96,1.5,RU,1686501294
206,voznesenskaya,44.5527,41.0318,18.32,89,98,2.14,RU,1686501294
207,onega,63.9061,38.1404,13.9,57,98,2.09,RU,1686501294
208,stanley,54.868,-1.6985,24.3,65,0,3.09,GB,1686501294
209,mount gambier,-37.8333,140.7667,8.04,79,31,3.78,AU,1686501049
210,ixtapa,20.7,-105.2,31.24,60,17,1.34,MX,1686501295
211,pallippatti,11.9333,78.4167,28.07,63,92,2.94,IN,1686501295
212,ulanhot,46.0833,122.0833,15.2,88,100,4.53,CN,1686501146
213,poso,-1.3959,120.7524,25.7,79,100,2.67,ID,1686501295
214,alexandria,31.2156,29.9553,24.98,61,20,5.66,EG,1686501214
215,utrik,11.2278,169.8474,27.57,82,93,8.34,MH,1686501295
216,pukchil-lodongjagu,40.2019,125.7483,12.87,90,15,1.93,KP,1686501295
217,galle,6.0367,80.217,27.35,86,96,4.92,LK,1686501295
218,revda,56.801,59.9303,7.06,63,42,2.01,RU,1686501295
219,iquitos,-3.7481,-73.2472,30.02,84,75,1.54,PE,1686501270
220,blenheim,-41.516,173.9528,7.06,61,96,2.46,NZ,1686501157
221,vrede,-27.4257,29.1659,8.52,25,0,1.91,ZA,1686501296
222,klaksvik,62.2266,-6.589,10.51,72,86,1.58,FO,1686501296
223,bubaque,11.2833,-15.8333,27.86,80,80,4.53,GW,1686501296
224,la passe,45.5549,-0.8967,29.13,61,68,5.33,FR,1686501296
225,arraial do cabo,-22.9661,-42.0278,30.98,45,0,1.54,BR,1686501296
226,port elizabeth,-33.918,25.5701,15.17,89,0,3.09,ZA,1686501296
227,slave lake,55.2834,-114.769,17.99,77,20,1.54,CA,1686501297
228,port lincoln,-34.7333,135.8667,13.76,56,1,8.56,AU,1686501297
229,upata,8.0086,-62.3989,30.11,50,65,2.49,VE,1686501297
230,mananara,-16.1667,49.7667,21.0,93,3,1.56,MG,1686501297
231,tangalle,6.024,80.7911,26.79,85,79,5.28,LK,1686501297
232,tazovsky,67.4667,78.7,8.64,95,100,5.26,RU,1686501136
233,sandpoint,48.2766,-116.5533,21.59,72,0,0.89,US,1686501130
234,mercedes,-34.6515,-59.4307,12.19,38,0,5.03,AR,1686501297
235,st. john's,47.5649,-52.7093,8.66,92,100,3.6,CA,1686501152
236,beipiao,41.7919,120.7792,15.94,54,83,1.93,CN,1686501298
237,susuman,62.7833,148.1667,11.95,59,53,1.82,RU,1686501298
238,bardai,11.65,7.2333,30.33,47,78,1.74,NG,1686501298
239,humberto de campos,-2.5983,-43.4611,30.84,61,20,3.6,BR,1686501298
240,fortuna,40.5982,-124.1573,13.14,97,100,2.06,US,1686501037
241,antsiranana,-12.2787,49.2917,23.48,83,30,4.05,MG,1686501298
242,inarajan village,13.2736,144.7484,27.54,97,98,6.59,GU,1686501298
243,tamanrasset,22.785,5.5228,27.95,30,40,9.77,DZ,1686501298
244,erzincan,39.75,39.5,24.61,61,75,1.03,TR,1686501299
245,gandajika,-6.75,23.95,26.35,32,48,1.82,CD,1686501299
246,puerto carreno,6.189,-67.4859,29.99,74,40,2.57,CO,1686501299
247,qamdo,31.1667,97.2333,3.66,88,100,1.98,CN,1686501299
248,happy valley-goose bay,53.3168,-60.3315,15.17,63,40,6.69,CA,1686501299
249,petauke,-14.2426,31.3253,20.16,31,7,3.16,ZM,1686501299
250,north battleford,52.7834,-108.2847,24.05,35,0,4.12,CA,1686501299
251,hasaki,35.7333,140.8333,20.22,97,100,3.37,JP,1686501299
252,malango,-2.9627,119.9001,19.96,98,100,0.49,ID,1686501300
253,karkira,36.9292,6.5856,24.48,63,76,1.39,DZ,1686501300
254,kruisfontein,-34.0033,24.7314,13.27,77,1,1.11,ZA,1686501300
255,waycross,31.2136,-82.354,32.21,65,75,2.06,US,1686501261
256,vel'sk,61.0701,42.0983,11.85,59,84,0.66,RU,1686501300
257,saint-francois,46.4154,3.9054,26.69,50,40,4.63,FR,1686501300
258,cox's bazar,21.4532,91.9798,26.43,89,22,4.91,BD,1686501301
259,vozhega,60.4725,40.2213,12.18,59,68,0.43,RU,1686501301
260,horta,38.5333,-28.6333,20.8,78,40,4.63,PT,1686501301
261,glace bay,46.1969,-59.957,18.36,83,100,7.2,CA,1686501274
262,santa cruz,-17.8,-63.1667,16.03,94,100,7.2,BO,1686500861
263,weno,7.4515,151.8468,27.97,83,75,2.06,FM,1686501302
264,iskateley,67.6803,53.1512,3.31,62,96,5.39,RU,1686501303
265,russkiy kameshkir,52.8589,46.0892,12.42,55,100,7.98,RU,1686501303
266,kudat,6.8837,116.8477,27.96,89,20,1.54,MY,1686501303
267,debre werk',10.6667,38.1667,16.51,61,97,2.31,ET,1686501303
268,dunedin,-45.8742,170.5036,7.67,71,85,1.34,NZ,1686500795
269,crane,31.3974,-102.3501,33.65,26,0,3.67,US,1686501304
270,rathdrum,47.8137,-116.892,22.08,71,0,0.0,US,1686501124
271,aykhal,66.0,111.5,0.26,98,100,8.28,RU,1686501015
272,dawei,14.0833,98.2,24.92,93,100,1.43,MM,1686501304
273,margarita belen,-27.2616,-58.9722,16.14,38,100,4.76,AR,1686501304
274,ust-nera,64.5667,143.2,14.54,63,81,4.01,RU,1686501305
275,celestun,20.8667,-90.4,32.81,57,18,3.91,MX,1686501305
276,hinton,53.4001,-117.5857,16.4,79,89,1.72,CA,1686501305
277,altai,46.3722,96.2583,19.04,28,1,2.99,MN,1686501306
278,kharp,66.8014,65.8081,3.27,93,100,6.07,RU,1686501306
279,jining,35.405,116.5814,21.71,65,100,5.89,CN,1686501306
280,newman,37.3138,-121.0208,20.03,37,57,1.58,US,1686501307
281,monte carmelo,-18.7247,-47.4986,27.66,31,1,2.42,BR,1686501307
282,ulladulla,-35.35,150.4667,8.61,75,0,1.99,AU,1686501307
283,dzhalagash,45.0833,64.6667,27.82,15,5,7.14,KZ,1686501307
284,hotan,37.0997,79.9269,29.29,11,61,2.56,CN,1686501307
285,caleta de carquin,-11.0925,-77.6267,22.95,68,55,4.6,PE,1686501308
286,namsos,64.4662,11.4957,13.03,94,75,1.54,NO,1686501308
287,mozarlandia,-14.7447,-50.5706,34.63,28,0,1.6,BR,1686501308
288,bobrovytsya,50.75,31.3833,10.49,78,100,7.63,UA,1686501308
289,n'djamena,12.1067,15.0444,25.98,89,20,4.12,TD,1686501309
290,ubaitaba,-14.3125,-39.3233,28.57,53,62,2.4,BR,1686501309
291,san antonio de pale,-1.4014,5.6325,25.48,81,100,4.0,GQ,1686501309
292,yarmouth,41.7057,-70.2286,26.75,55,0,3.6,US,1686501309
293,langepas,61.2544,75.2124,9.75,73,100,5.32,RU,1686501309
294,petrolia,42.8668,-82.1498,17.12,88,20,4.63,CA,1686501310
295,ithaca,42.4406,-76.4966,28.17,45,0,1.54,US,1686501310
296,pacific grove,36.6177,-121.9166,14.68,90,100,3.6,US,1686501310
297,fuyu,45.1833,124.8167,14.11,88,74,1.65,CN,1686501310
298,corupa,-26.4253,-49.2431,28.59,46,24,0.44,BR,1686501311
299,inhambane,-23.865,35.3833,22.99,73,20,2.06,MZ,1686501311
300,kirensk,57.7853,108.1119,10.07,95,89,2.02,RU,1686501311
301,castillos,-34.1667,-53.8333,13.03,40,41,5.09,UY,1686501311
302,east london,-33.0153,27.9116,17.52,67,0,2.57,ZA,1686501311
303,chernyshevskiy,63.0128,112.4714,5.32,71,100,3.79,RU,1686501312
304,ballina,-28.8667,153.5667,11.55,88,1,2.53,AU,1686501312
305,gaspe,48.8334,-64.4819,22.12,46,40,4.12,CA,1686501242
306,kapuskasing,49.4169,-82.4331,9.05,61,75,2.06,CA,1686501088
307,port saint john's,-31.6229,29.5448,18.33,60,0,4.06,ZA,1686501313
308,kagizman,40.1567,43.1342,20.15,70,40,1.27,TR,1686501313
309,lata,40.1629,-8.3327,24.49,52,73,3.8,PT,1686501313
310,ambalangoda,6.2355,80.0538,27.47,85,98,5.02,LK,1686501313
311,kenai,60.5544,-151.2583,10.08,62,100,7.2,US,1686501270
312,dubbo,-32.25,148.6167,5.07,93,67,3.6,AU,1686501314
